거래소코드,연도,변동성,무위험이자율,시총,종가,유동부채,비유동부채
5160,2020,0.011962922,1.59,1.84E+11,3395,168075621,43298063
5290,2008,0.015100869,3.17,79712000000,2120,224407594,63359051
5290,2009,0.010646613,0.37,2.03E+11,4820,236241910,67513600
5290,2010,0.006461575,0.47,2.65E+11,6300,273404608,88004224
5290,2011,0.00784067,0.29,1.54E+11,3670,335611085,84269476
5290,2012,0.007727516,0.12,1.83E+11,4350,360799278,99716553
5290,2013,0.007276934,0.16,1.64E+11,3905,384533315,98072982
5290,2014,0.007548444,0.13,1.52E+11,3620,409636593,79229097
5290,2015,0.006640418,0.25,2.67E+11,5700,424930737,60261199
5290,2016,0.005718892,0.65,4.79E+11,10100,404329737,56335381
5290,2017,0.003388591,0.85,1.14E+12,22100,338250009,61319916
5290,2018,0.003999122,1.76,3.76E+11,7310,355804658,98752977
5290,2019,0.003671115,2.63,8.61E+11,16750,433155784,47192994
5290,2020,0.002607726,1.59,1.88E+12,36500,398740980,124042572
5670,2008,0.001740618,3.17,8760000000,21900,30984900,2916643
5670,2009,0.001806208,0.37,10760000000,26900,32159333,2615678
5670,2010,0.001538732,0.47,17840000000,44600,35841665,2581269
5670,2011,0.009719757,0.29,12200000000,3050,47782643,7235018
5670,2012,0.008588412,0.12,13640000000,3410,42593651,10772025
5670,2013,0.01181169,0.16,18320000000,2290,42160992,10321059
5670,2014,0.011195591,0.13,22360000000,2795,44818651,10242839
5670,2015,0.00786797,0.25,43520000000,5440,51470681,13015146
