거래소코드,연도,변동성,무위험이자율,시총,종가,유동부채,비유동부채
35760,2020,0.000502065,1.59,3.06E+12,139500,1551789952,942948862
35810,2008,0.019655352,3.17,66559310850,1695,368173729,45161937
35810,2009,0.015045734,0.37,93229633530,2295,350115891,68403775
35810,2010,0.013084593,0.47,87504627960,1985,394419900,86460723
35810,2011,0.011755806,0.29,1.85E+11,4015,655772792,168515308
35810,2012,0.010916896,0.12,1.46E+11,3115,802111812,144844057
35810,2013,0.008318256,0.16,2.33E+11,4955,877680094,235785503
35810,2014,0.006635619,0.13,2.72E+11,5390,896907012,230028975
35810,2015,0.006341642,0.25,3.02E+11,5700,946818873,234850166
35810,2016,0.005987029,0.65,3.25E+11,6140,763237403,208604559
35810,2017,0.005338285,0.85,3.61E+11,6420,725047623,170161722
35810,2018,0.005469381,1.76,3.51E+11,6060,818142084,223864279
35810,2019,0.006190295,2.63,2.89E+11,4985,834214250,218202084
35810,2020,0.008880496,1.59,2.28E+11,4095,751713894,287197665
35890,2008,0.021344664,3.17,65810160300,1020,369801986,72387491
35890,2009,0.016164104,0.37,1.76E+11,2125,451012810,82706758
35890,2010,0.018205575,0.47,1.19E+11,1430,564662669,149599158
35890,2011,,0.29,57689265696,696,475241348,79133887
35890,2012,,0.12,1.33E+11,830,429675943,114892608
35890,2013,,0.16,94842576956,593,404136589,163795680
35890,2014,,0.13,1.11E+11,692,384965977,163710364
35890,2015,,0.25,1.72E+11,1075,366609753,154048284
35890,2016,0.019421708,0.65,2.25E+11,1405,393882023,143559001
35890,2017,0.018239112,0.85,2.21E+11,1275,404365616,133013463
35890,2018,0.021155926,1.76,2.06E+11,1190,432799388,121935472
35890,2019,0.019270408,2.63,2.32E+11,1120,462834831,118885120
35890,2020,0.022851265,1.59,3.52E+11,1530,578921080,136635762
35900,2008,0.040883464,3.17,19063656450,450,7813035,8970086
35900,2009,0.038752854,0.37,45388382970,645,6098151,57442
35900,2010,0.056340665,0.47,42145601400,2700,5947417,2213031
35900,2011,0.010737877,0.29,1.41E+11,6100,4616669,0
35900,2012,0.007159555,0.12,1.33E+11,5450,5724393,4751636
35900,2013,0.006935188,0.16,1.53E+11,4500,15055611,7244962
35900,2014,0.007189674,0.13,1.42E+11,4165,17872265,60000
35900,2015,0.007122969,0.25,1.56E+11,4580,15213440,60000
35900,2016,0.006760797,0.65,1.68E+11,4925,18538428,991361
35900,2017,0.005139611,0.85,4.76E+11,13750,34823350,3844261
35900,2018,0.002198698,1.76,1.07E+12,30250,30834770,539096
35900,2019,0.002018073,2.63,8.57E+11,24150,43149750,2339985
35900,2020,0.002006106,1.59,1.36E+12,38400,33334304,4368063
36000,2008,0.017883396,3.17,16635467650,1795,2617175,21981
36000,2009,0.010715219,0.37,90876203080,4355,14593129,7601175
36000,2010,0.006179301,0.47,1.39E+11,6680,13277687,6850643
36000,2011,0.007484573,0.29,1.6E+11,7690,16219224,5928315
36000,2012,0.006020116,0.12,1.21E+11,5260,16469589,7789402
36000,2013,0.006769651,0.16,1.37E+11,5930,48393129,24368826
36000,2014,0.00580467,0.13,1.5E+11,6500,44859290,40427954
36000,2015,0.006328449,0.25,1.14E+11,4960,85879532,31610791
36000,2016,0.007200769,0.65,1.06E+11,4595,114056821,17304379
36000,2017,0.00507409,0.85,2.13E+11,9250,188373158,25001498
36000,2018,0.005367582,1.76,1.24E+11,5400,185715965,37879145
36000,2019,0.007310811,2.63,86378538750,3750,265755615,364706407
36000,2020,0.013181146,1.59,68757316845,2985,213380947,418312971
36010,2008,0.01224686,3.17,19974510000,1710,18920900,4617626
36010,2009,0.012114386,0.37,40299450000,3450,14758768,1495809
36010,2010,0.008483798,0.47,66114460000,5660,19417830,683368
36010,2011,0.007652954,0.29,69852380000,5980,24493178,1904696
36010,2012,0.007431559,0.12,51045970000,4370,26043794,1671088
36010,2013,0.006965318,0.16,50870755000,4355,24151021,6213565
36010,2014,0.00686141,0.13,59923530000,5130,22654991,1710325
36010,2015,0.0062414,0.25,76600800360,5880,12753258,2326784
36010,2016,0.005508883,0.65,97703064900,7350,9419787,1225433
36010,2017,0.004501795,0.85,1.12E+11,8450,4718469,59525
36010,2018,0.005339536,1.76,74440430400,5600,8021611,7390036
36010,2019,0.006634554,2.63,69256186140,5210,9619340,9009120
36010,2020,0.00755957,1.59,1.14E+11,8600,13987107,8134792
36030,2008,0.006290816,3.17,1.77E+11,5120,56063399,2861087
36030,2009,0.006162361,0.37,2.5E+11,7250,84878533,2427629
36030,2010,0.005064886,0.47,2.82E+11,8160,66037746,2688704
36030,2011,0.005316598,0.29,2.5E+11,7260,65428126,3948316
36030,2012,0.005702005,0.12,2.89E+11,8380,75727064,3784305
36030,2013,0.00436722,0.16,2.79E+11,7800,99348614,3295587
36030,2014,0.004594539,0.13,2.73E+11,7650,29747663,1681392
36030,2015,0.004137131,0.25,3.23E+11,9030,33655971,281717
36030,2016,0.004395688,0.65,2.34E+11,6540,45277097,1663638
36030,2017,0.00502718,0.85,2.3E+11,6430,49922196,3020760
36030,2018,0.006271336,1.76,1.72E+11,4820,63067130,2812023
36030,2019,0.006417993,2.63,1.93E+11,5400,62377428,12391096
36030,2020,0.006881997,1.59,2.05E+11,5750,73512084,13217136
36090,2008,0.033896414,3.17,10315502875,575,26121401,36449687
36090,2009,0.053212007,0.37,6009901675,335,40303606,4434692
36090,2010,,0.47,22189200600,600,10904966,18534109
36090,2011,,0.29,1.16E+11,3125,18682027,2579969
36090,2012,,0.12,37176431929,959,11250192,5033103
36090,2013,,0.16,30198582349,779,9566006,4669255
36090,2014,,0.13,34772073875,875,6729075,5408358
36090,2015,,0.25,1E+11,1625,12558574,1035458
36090,2016,0.019268611,0.65,79251257580,1195,7984877,922543
36090,2017,0.020286856,0.85,1.11E+11,1560,11573262,12708527
36090,2018,0.020924377,1.76,78569258040,1080,16942389,17689164
36090,2019,,2.63,65282903480,872,24133875,8015678
36090,2020,,1.59,1.3E+11,1520,19269839,4932802
36120,2008,0.04105081,3.17,14200000000,400,4010744,2156693
36120,2009,0.038917684,0.37,17395000000,490,3783755,2414737
36120,2010,,0.47,25560000000,720,4318182,0
36120,2011,,0.29,16720500000,471,5256647,72329
36120,2012,,0.12,17217500000,485,3939250,72329
36120,2013,,0.16,17963000000,506,4064961,206391
36120,2014,,0.13,21300000000,600,3978413,25022
36120,2015,,0.25,60172500000,1695,3859821,25022
36120,2016,0.020439855,0.65,42422500000,1195,3961988,70750
36120,2017,0.019580999,0.85,1.87E+11,5280,5322591,80125
36120,2018,0.011791318,1.76,71000000000,2000,4457436,383882
36120,2019,0.013144753,2.63,90170000000,2540,7117419,694520
36120,2020,0.011877728,1.59,1.57E+11,4435,6145678,1455815
36170,2008,0.054918042,3.17,21012811890,890,10063120,9066788
36170,2009,0.039539091,0.37,20752504955,455,15663010,128316
36170,2010,,0.47,22576900995,495,14769809,379376
36170,2011,,0.29,33734732680,680,13954483,771595
36170,2012,,0.12,50055072375,1375,37519036,1994800
36170,2013,0.01670096,0.16,47801647180,1660,36855819,1745881
36170,2014,0.016937471,0.13,34566811550,1150,36194942,2217676
36170,2015,0.018098422,0.25,81928285300,1700,11946254,1227191
36170,2016,0.016146392,0.65,73253525680,1520,4140272,1250451
36170,2017,0.013685691,0.85,87166019000,3320,25174111,1044297
36170,2018,0.010343718,1.76,75152702400,2550,34355253,1314962
36170,2019,0.013492727,2.63,83708432600,2140,10700934,3230648
36170,2020,0.020431413,1.59,83925872820,1860,17997213,2958495
36180,2008,0.012380375,3.17,28415570800,1850,2683624,3371542
36180,2009,0.011691284,0.37,44262069600,2800,2685076,2114497
36180,2010,0.009916846,0.47,36485367680,2260,1697624,1941633
36180,2011,0.01343045,0.29,38316125550,2325,2574716,2085177
36180,2012,0.013241367,0.12,39222528520,2380,1892612,2122048
36180,2013,0.01335631,0.16,34936676885,1985,2277151,2123960
36180,2014,0.013048823,0.13,32912637670,1870,2674379,2029906
36180,2015,0.009608758,0.25,1.03E+11,5840,3789005,1082788
36180,2016,0.006433964,0.65,92577793660,5260,4085520,1074000
36180,2017,0.00711011,0.85,83601619750,4750,6026322,1074000
36180,2018,0.006913399,1.76,1.05E+11,5940,5640002,0
36180,2019,0.005846455,2.63,76825488465,4365,74535435,332897
36180,2020,0.015598544,1.59,,,25582226,3096012
36190,2008,0.005560998,3.17,38940000000,6490,8887234,1485603
36190,2009,0.003955462,0.37,81300000000,13550,9051947,1584358
36190,2010,0.003292821,0.47,72600000000,12100,12154631,2126313
36190,2011,0.003581653,0.29,66900000000,11150,15024390,2804377
36190,2012,0.002645746,0.12,1.22E+11,20250,10205746,2972449
36190,2013,0.001434274,0.16,1.99E+11,33100,21706304,3608878
36190,2014,0.001045996,0.13,2.88E+11,48050,20654148,3877439
36190,2015,0.001096725,0.25,2.11E+11,35100,34447722,5503070
36190,2016,0.001264346,0.65,2.12E+11,35250,40632631,5693576
36190,2017,0.001084296,0.85,2.57E+11,42900,41410742,6001049
36190,2018,0.001355602,1.76,1.78E+11,29650,36350520,5438899
36190,2019,0.001363159,2.63,1.77E+11,29500,38745095,3538220
36190,2020,0.001671865,1.59,1.75E+11,29100,29778527,6756522
36200,2008,0.01956007,3.17,12142650750,1110,21207042,1374808
36200,2009,0.019247938,0.37,18596852500,1700,41102064,1654289
36200,2010,0.012161556,0.47,25379234000,2320,38171809,2693926
36200,2011,0.016125479,0.29,16190201000,1480,38029938,8052297
36200,2012,0.013829581,0.12,18104582875,1655,27733575,5844860
36200,2013,0.014181749,0.16,25118918940,2190,36441169,8439035
36200,2014,0.013262099,0.13,27868454620,1955,33627612,9117757
36200,2015,0.006378824,0.25,2.03E+11,12850,27904939,3950626
36200,2016,0.003834503,0.65,99356436900,6300,23212432,4401367
36200,2017,0.005329903,0.85,1.93E+11,6280,42196063,1000000
36200,2018,0.007309489,1.76,99198761405,3235,37033245,0
36200,2019,0.008141329,2.63,1.67E+11,5430,41008312,2928143
36200,2020,0.006601428,1.59,2.63E+11,8570,46985025,3000959
36480,2008,0.001295839,3.17,12483000000,32850,1726845,989615
36480,2009,0.001231551,0.37,15466000000,40700,1377419,675245
36480,2010,0.001213503,0.47,16530000000,43500,1601324,2764164
36480,2011,0.001370453,0.29,12768000000,33600,3800046,2953021
36480,2012,0.001346274,0.12,14212000000,37400,2900696,2859942
36480,2013,0.001209336,0.16,15428000000,40600,6091086,3138056
36480,2014,0.001100715,0.13,18582000000,48900,4278453,2374847
36480,2015,0.000691717,0.25,33136000000,87200,5912409,1412889
36480,2016,0.00048517,0.65,48564000000,127800,4740407,1855559
36480,2017,0.000463559,0.85,40318000000,106100,3079520,1406441
36480,2018,0.002652326,1.76,66880000000,17600,3712594,1376598
36480,2019,0.002639468,2.63,60420000000,15900,3769194,12543164
36480,2020,0.003154919,1.59,61560000000,16200,4578202,21373395
36540,2008,0.011567099,3.17,32844658260,2180,137455800,78090239
36540,2009,0.010225446,0.37,1.46E+11,6600,182416069,70230755
36540,2010,0.006487389,0.47,2.32E+11,6760,219904867,63055191
36540,2011,0.00566474,0.29,3.96E+11,9150,223757704,154164710
36540,2012,0.005823493,0.12,2.8E+11,6470,276419291,243986604
36540,2013,0.007359333,0.16,1.49E+11,3440,377540808,215156072
36540,2014,0.011511313,0.13,1.94E+11,3100,406171056,203231221
36540,2015,0.010854251,0.25,2.44E+11,2440,170374763,300409449
36540,2016,0.012401134,0.65,3.53E+11,2530,139875134,264721073
36540,2017,0.011459267,0.85,3.32E+11,2350,108020878,255283919
36540,2018,0.015081851,1.76,1.92E+11,1360,97182136,242460793
36540,2019,0.012839437,2.63,6.13E+11,4305,320110901,25275574
36540,2020,0.007168202,1.59,9.49E+11,5770,65283827,166436249
36560,2008,0.00454759,3.17,95760000000,6080,23606380,11572155
36560,2009,0.004429271,0.37,1.42E+11,9030,21240285,13735592
36560,2010,0.003901761,0.47,1.82E+11,11550,21335359,16202677
36560,2011,0.003966456,0.29,1.51E+11,9600,27800681,39574645
36560,2012,0.003645088,0.12,1.71E+11,10850,25545632,45213397
36560,2013,0.003600629,0.16,1.53E+11,9720,16885094,42602591
36560,2014,0.003590297,0.13,1.51E+11,9600,16097765,47488699
36560,2015,0.003603065,0.25,1.36E+11,8610,13029076,48669891
36560,2016,0.003766751,0.65,1.35E+11,8540,13722107,46945362
36560,2017,0.003639578,0.85,1.38E+11,8740,11450291,47539355
36560,2018,0.004199257,1.76,1.23E+11,7810,13905236,37531674
36560,2019,0.004015636,2.63,1.34E+11,8500,14655971,35965121
36560,2020,0.005234125,1.59,1.27E+11,8090,13448277,31878534
36620,2008,0.016472998,3.17,17405106180,1330,1483343,700000
36620,2009,0.017696853,0.37,22312560930,1705,9525494,965166
36620,2010,0.018249599,0.47,21396502710,1635,27910911,3684225
36620,2011,,0.29,11359121928,868,11689132,854138
36620,2012,,0.12,15311258820,1170,9944871,1574860
36620,2013,0.01884432,0.16,16358182500,1250,9224068,3082176
36620,2014,0.017764242,0.13,20297614480,1430,13102125,9571141
36620,2015,0.016154768,0.25,32039255620,2155,15840258,6255119
36620,2016,0.015284519,0.65,39351933330,2265,15315014,6337528
36620,2017,0.020720056,0.85,33740489640,1320,9578184,1213635
36620,2018,0.024421561,1.76,23318317180,620,4226725,1790881
36620,2019,,2.63,44537776080,840,22513222,373219
36620,2020,,1.59,48999957076,709,10793406,2225638
36630,2008,0.044533407,3.17,49707853085,335,212058519,34796626
36630,2009,0.046913176,0.37,86245665285,535,184791113,35210416
36630,2010,,0.47,80733582675,425,118538421,25749148
36630,2011,,0.29,31786869414,502,128035716,25926062
36630,2012,,0.12,79329145896,396,50977516,15451697
36630,2013,,0.16,63904034194,319,29693630,12930136
36630,2014,,0.13,68311208966,341,14895568,13197754
36630,2015,,0.25,3.33E+11,1660,68148839,16682028
36630,2016,,0.65,2.71E+11,904,49063972,30696289
36630,2017,,0.85,3.71E+11,618,67903020,18881580
36630,2018,,1.76,2.83E+11,472,52782249,16094600
36630,2019,,2.63,2.29E+11,381,79971652,31566430
36630,2020,,1.59,3E+11,500,110584653,30429087
36640,2008,0.012389415,3.17,41622966000,2545,2794815,598026
36640,2009,0.012540523,0.37,52417134000,3205,5221165,1043237
36640,2010,0.008562787,0.47,81201582000,4965,8627795,1547572
36640,2011,0.009245099,0.29,53807292000,3290,6608867,3883810
36640,2012,0.009704839,0.12,46938276000,2870,6516483,3702417
36640,2013,0.009096432,0.16,46856502000,2865,7311650,9462966
36640,2014,0.008574402,0.13,52335360000,3200,8250429,8794417
36640,2015,0.007599797,0.25,62066466000,3795,14128007,2306494
36640,2016,0.008154896,0.65,65010330000,3975,6712125,15835353
36640,2017,0.007386209,0.85,69671448000,4260,8362480,14279112
36640,2018,0.008465208,1.76,46284084000,2830,25335505,6852644
36640,2019,0.010771425,2.63,43749090000,2675,15848768,1050825
36640,2020,0.012229324,1.59,92568168000,5660,9531342,1343416
36670,2008,0.013820839,3.17,17710000000,1610,6176830,10526950
36670,2009,0.008789621,0.37,43835000000,3985,6236334,12721590
36670,2010,0.007766109,0.47,48950000000,4450,7641538,9717110
36670,2011,0.011888632,0.29,25300000000,2300,11010495,8806016
36670,2012,0.012197235,0.12,29150000000,2650,12831871,6714659
36670,2013,0.008223427,0.16,1.01E+11,9220,13305601,3324256
36670,2014,0.004697577,0.13,78466500000,7050,14716325,1140609
36670,2015,0.003937078,0.25,1.13E+11,9990,11130812,312674
36670,2016,0.004176897,0.65,90160000000,8000,13249682,141850
36670,2017,0.004024616,0.85,96809300000,8590,13604663,122450
36670,2018,0.004446631,1.76,87680600000,7780,7220513,3000000
36670,2019,0.003852641,2.63,1.22E+11,10850,13167553,31388
36670,2020,0.004173421,1.59,1.13E+11,10000,8832450,1112019
36690,2008,0.02648618,3.17,9906356250,750,82299902,1415253
36690,2009,0.023154303,0.37,21331687125,1615,69122662,1428451
36690,2010,0.015610026,0.47,24765890625,1875,42311197,23008471
36690,2011,0.014825973,0.29,28068009375,2125,26505274,28006556
36690,2012,0.0128516,0.12,34936416375,2645,40757913,1890038
36690,2013,0.009420351,0.16,34804331625,2635,32171859,10351151
36690,2014,0.008200784,0.13,73703290500,5580,34446509,7090832
36690,2015,0.006784713,0.25,88218308200,6550,35992289,3878547
36690,2016,0.006538213,0.65,88856469640,6470,35391155,4110019
36690,2017,0.005432341,0.85,96908261280,6920,36820343,4338832
36690,2018,0.007035885,1.76,58976255450,4130,34745109,4411868
36690,2019,0.007820165,2.63,61812858585,4245,36291503,4272068
36690,2020,0.009404494,1.59,83204306850,5550,38747064,5376389
36710,2008,0.01280777,3.17,61200000000,2250,309724948,205252897
36710,2009,0.011352997,0.37,1.83E+11,6710,245590865,200998574
36710,2010,0.004346746,0.47,3.85E+11,14150,270509859,52107685
36710,2011,0.003644268,0.29,3.6E+11,12250,227972761,54251046
36710,2012,0.003699854,0.12,3.32E+11,10300,168715811,126513993
36710,2013,0.004717151,0.16,2.09E+11,6500,292373606,102204147
36710,2014,0.005012247,0.13,3.48E+11,10400,255820738,176573233
36710,2015,0.009292901,0.25,86018228345,2465,290726003,105308807
36710,2016,0.011150061,0.65,1.13E+11,3235,314920596,106830452
36710,2017,0.009831356,0.85,80958332560,2320,392695023,131626684
36710,2018,0.011790624,1.76,62289061905,1785,526385629,83570229
36710,2019,0.016195105,2.63,61975112920,1640,551014715,129123377
36710,2020,0.018619941,1.59,99219132760,2440,344353466,144035019
36800,2008,0.010145201,3.17,24400000000,2440,18041547,13866626
36800,2009,0.009613467,0.37,36400000000,3640,37179149,575785
36800,2010,0.007363276,0.47,42050000000,4205,46492347,764242
36800,2011,0.006737113,0.29,48500000000,4850,64809643,2310946
36800,2012,0.006555636,0.12,51000000000,5100,92530043,3446850
36800,2013,0.005431076,0.16,1.33E+11,13300,109471514,2466497
36800,2014,0.002346109,0.13,2.46E+11,24600,148413304,1912039
36800,2015,0.001521493,0.25,3.19E+11,31900,166097918,876045
36800,2016,0.001384025,0.65,3.31E+11,33050,224193269,990406
36800,2017,0.001731658,0.85,2.29E+11,22850,312903418,650083
36800,2018,0.001946305,1.76,1.97E+11,19650,337815443,1413319
36800,2019,0.001699108,2.63,2.87E+11,28650,407317052,3533894
36800,2020,0.001845138,1.59,2.85E+11,28500,472741163,1473813
36810,2008,0.024687462,3.17,10748067330,770,24999565,11925007
36810,2009,0.023995817,0.37,21216964080,1520,11855284,4717074
36810,2010,0.015304534,0.47,28126435935,2015,13120351,6272121
36810,2011,0.013838345,0.29,28266021225,2025,25316436,13439970
36810,2012,0.011058763,0.12,57648724770,4130,27461589,25941873
36810,2013,0.010628741,0.16,39502637070,2830,33038931,19857143
36810,2014,0.010396776,0.13,37790767875,2625,34744027,12152959
36810,2015,0.008666226,0.25,71303507850,4350,37546417,17642865
36810,2016,0.008147034,0.65,69254556475,4225,38751904,30054148
36810,2017,0.007365495,0.85,1.06E+11,5440,40239766,14382658
36810,2018,0.007181617,1.76,76787324130,3795,35819292,10511982
36810,2019,0.005955385,2.63,1.57E+11,7750,46709686,21270431
36810,2020,0.004281781,1.59,5.39E+11,26650,52080509,38270170
36830,2008,0.003033254,3.17,1.42E+11,9700,99826888,15008850
36830,2009,0.003038923,0.37,3.19E+11,21750,134742515,8097135
36830,2010,0.002085893,0.47,4.49E+11,30600,180232914,3880847
36830,2011,0.001336158,0.29,5.67E+11,38600,171153812,78931656
36830,2012,0.001411762,0.12,7.58E+11,46750,154984289,39033715
36830,2013,0.001106171,0.16,7.23E+11,44600,166907342,12479943
36830,2014,0.001551719,0.13,5.29E+11,32150,143967072,8303048
36830,2015,0.001260515,0.25,6.73E+11,40650,223206161,15831371
36830,2016,0.001058131,0.65,1E+12,60400,242564157,25853430
36830,2017,0.000893149,0.85,1.17E+12,67500,232824268,13266344
36830,2018,0.000939339,1.76,8.27E+11,47550,253482055,18850597
36830,2019,0.000944677,2.63,1.47E+12,84300,302440221,15350912
36830,2020,0.000996634,1.59,9.45E+11,45100,165371344,137919876
36890,2008,0.005038947,3.17,85440000000,5340,72518896,239448395
36890,2009,0.006197816,0.37,1.03E+11,6440,80702142,183424089
36890,2010,0.005582325,0.47,1.59E+11,9930,55659101,199658226
36890,2011,0.004357279,0.29,1.74E+11,10850,56719081,205593252
36890,2012,0.004334593,0.12,1.68E+11,8410,41020292,116291818
36890,2013,0.005984638,0.16,1.14E+11,5710,34761762,66708873
36890,2014,0.006103786,0.13,1.12E+11,5610,38506452,58083736
36890,2015,0.006113638,0.25,1.08E+11,5390,53194317,29795338
36890,2016,0.00601916,0.65,1.98E+11,8800,57210982,12578568
36890,2017,0.00454397,0.85,2.37E+11,10550,79815013,9624554
36890,2018,0.004511811,1.76,1.69E+11,7500,110734412,18605018
36890,2019,0.004681251,2.63,1.56E+11,6940,115212264,20641035
36890,2020,0.006010321,1.59,2.79E+11,12400,114453224,15926682
36930,2008,0.004513947,3.17,2.61E+11,8020,96822797,54015825
36930,2009,0.003859635,0.37,5.59E+11,17150,174894662,24567658
36930,2010,0.002398488,0.47,6.92E+11,20000,232846023,24951532
36930,2011,0.003822963,0.29,3.74E+11,10800,188013693,121493428
36930,2012,0.005873783,0.12,1.58E+11,4550,193898129,82416202
36930,2013,0.006235519,0.16,2.31E+11,5600,262983321,9683525
36930,2014,0.008447545,0.13,1.62E+11,3350,177400101,18893402
36930,2015,0.007029242,0.25,3.8E+11,7880,144722736,48756607
36930,2016,0.004517236,0.65,4.99E+11,10350,113925386,65848600
36930,2017,0.003540137,0.85,6.56E+11,13600,64071609,62804541
36930,2018,0.004495948,1.76,3.11E+11,6450,61082174,94914994
36930,2019,0.00559059,2.63,3.91E+11,8100,123501762,82488962
36930,2020,0.006279588,1.59,3.96E+11,8210,149999583,171800000
37030,2018,0.007830769,1.76,40952783740,3410,19394614,15702386
37030,2019,0.008459443,2.63,50560474940,4210,45292181,7877521
37030,2020,0.009260411,1.59,94162670190,5890,33495367,13269832
37070,2008,0.02506928,3.17,13002000000,985,23011428,20011329
37070,2009,0.016621274,0.37,47256000000,3580,30927278,6722154
37070,2010,0.009702227,0.47,39204000000,2970,30258186,11782346
37070,2011,0.013843264,0.29,28644000000,2170,36044313,8170907
37070,2012,0.013062307,0.12,29832000000,2260,38423309,5822885
37070,2013,0.010005862,0.16,62832000000,4760,33586258,4391914
37070,2014,0.005671382,0.13,80784000000,6120,32518624,3510232
37070,2015,0.005450162,0.25,76428000000,5790,20895653,3261539
37070,2016,0.006314849,0.65,75636000000,5730,24010203,3355627
37070,2017,0.005819347,0.85,83300000000,5950,19825398,3250530
37070,2018,0.006449333,1.76,64680000000,4620,28542263,3030934
37070,2019,0.005515778,2.63,1.25E+11,8900,31030679,4556077
37070,2020,0.00436229,1.59,1.93E+11,13800,23470506,5219182
37230,2008,0.043326208,3.17,9500000000,380,13793483,928322
37230,2009,0.035478716,0.37,20000000000,800,14475834,763532
37230,2010,0.022120592,0.47,27500000000,1100,15175119,829277
37230,2011,0.020818623,0.29,27125000000,1085,15785210,505620
37230,2012,0.021939448,0.12,33250000000,1330,9507530,562087
37230,2013,,0.16,22950000000,918,12320047,419918
37230,2014,,0.13,22850000000,914,10417696,94399
37230,2015,,0.25,43250000000,1730,12334893,218498
37230,2016,0.016021133,0.65,1.18E+11,4725,13488330,175002
37230,2017,0.012847284,0.85,54000000000,2160,11273874,843554
37230,2018,0.013782237,1.76,46375000000,1855,9733973,384346
37230,2019,0.013196017,2.63,54125000000,2165,22081747,8724611
37230,2020,0.014129688,1.59,1.68E+11,6710,15412708,20931846
37330,2008,0.02859737,3.17,25788007740,730,67023610,6626527
37330,2009,0.024319475,0.37,63233608020,1790,92624740,4679771
37330,2010,0.018886442,0.47,86548793100,2450,121599085,5952019
37330,2011,0.013257315,0.29,94497151650,2675,179051596,21463237
37330,2012,0.012005596,0.12,1.17E+11,3300,95809332,14266783
37330,2013,0.013230687,0.16,48420278560,1360,100049675,7997075
37330,2014,0.014487479,0.13,65331772910,1835,93219464,1890417
37330,2015,0.014770004,0.25,62305505500,1750,72316766,15662693
37330,2016,0.014205314,0.65,88473817810,2485,72625849,22542899
37330,2017,0.012632265,0.85,63017568420,1770,101052171,7044457
37330,2018,0.014911479,1.76,58923206630,1655,81020554,17081218
37330,2019,0.014042967,2.63,91720118160,2090,232543269,20599786
37330,2020,0.016319352,1.59,1.51E+11,3435,222449142,31234591
37350,2008,0.022306045,3.17,17250000000,1150,124896748,64076363
37350,2009,0.015210653,0.37,46875000000,3125,104124344,48678775
37350,2010,0.01016258,0.47,48600000000,3240,159796921,16719936
37350,2011,0.009849368,0.29,42900000000,2860,259233329,2317616
37350,2012,0.008556443,0.12,62400000000,4160,227782988,8295987
37350,2013,0.006310144,0.16,94200000000,6280,209792404,9079867
37350,2014,0.006072774,0.13,77059600000,5030,113773823,13911720
37350,2015,0.007605037,0.25,66475250000,4325,119789920,15039323
37350,2016,0.006937102,0.65,80338200000,5210,158078380,4249386
37350,2017,0.005558193,0.85,1.06E+11,6840,132425641,9130982
37350,2018,0.005905583,1.76,76421800000,4940,231964949,22168185
37350,2019,0.00695218,2.63,53294150000,3445,248041300,132354194
37350,2020,0.008902162,1.59,70079100000,4530,149370318,31767785
37370,2008,0.004756035,3.17,77250000000,10300,11641130,113585
37370,2009,0.003585093,0.37,1.25E+11,16600,4520732,9684834
37370,2010,0.002311746,0.47,2.85E+11,38000,2950943,10113705
37370,2011,0.001801169,0.29,4.74E+11,63200,22794881,1253257
37370,2012,0.001134908,0.12,2.99E+11,39850,15207907,18992204
37370,2013,0.001964062,0.16,1.22E+11,16300,19120974,12317254
37370,2014,0.002220065,0.13,1.28E+11,17000,22811024,13378484
37370,2015,0.003152284,0.25,84000000000,11200,32993034,13276233
37370,2016,0.003748453,0.65,70575000000,9410,32233160,12749021
37370,2017,0.004446237,0.85,82875000000,11050,32935945,12770126
37370,2018,0.004365166,1.76,85500000000,11400,23494051,15621585
37370,2019,0.003920815,2.63,64725000000,8630,21657149,21974251
37370,2020,0.005036871,1.59,73200000000,9760,39764631,45889954
37400,2008,0.012811198,3.17,26649000000,2115,158954226,126440302
37400,2009,0.007548884,0.37,80766000000,6410,331313528,53109363
37400,2010,0.006506651,0.47,54810000000,4350,457102197,54712458
37400,2011,0.00976887,0.29,37611000000,2985,14941492,14246669
37400,2012,0.010294706,0.12,53462430000,2245,10495570,19660229
37400,2013,0.013258793,0.16,51081030000,2145,340580983,102522026
37400,2014,0.014574443,0.13,38816820000,1630,506877742,74213215
37400,2015,0.011128917,0.25,87480944460,3510,625454472,68583967
37400,2016,0.012106457,0.65,52837493520,2120,553153296,55813675
37400,2017,0.014820629,0.85,40749670710,1635,443033882,44265218
37400,2018,,1.76,25421812920,1020,455136011,62478299
37400,2019,,2.63,30406482120,1220,449619204,60256648
37400,2020,0.023187299,1.59,51840559680,2080,472401797,55267296
37440,2008,0.004501732,3.17,1.03E+11,7980,15821924,2299193
37440,2009,0.004115123,0.37,1.47E+11,11000,24592464,17776730
37440,2010,0.004177139,0.47,1.16E+11,8320,44471723,1672677
37440,2011,0.004950209,0.29,87850817250,6310,36556684,24265613
37440,2012,0.004881654,0.12,95786628000,6880,40538747,30735261
37440,2013,0.00458101,0.16,79497332250,5710,71937144,0
37440,2014,0.005540023,0.13,64878733500,4660,80698297,15022282
37440,2015,0.006401176,0.25,56942922750,4090,83424804,11245418
37440,2016,0.006528776,0.65,71839971000,5160,92512921,2043363
37440,2017,0.005845547,0.85,64669896375,4645,72973935,9989800
37440,2018,0.007024641,1.76,64391446875,4625,72824977,9984884
37440,2019,0.006611308,2.63,59657805375,4285,96626112,10189975
37440,2020,0.007575228,1.59,54367264875,3905,93765999,15315635
37460,2008,0.013340924,3.17,20870578500,1685,18531780,990891
37460,2009,0.01254387,0.37,37653744000,3040,18059666,447104
