회사명,거래소코드,회계년도,기사단어개수,유사도,부도1년,부도2년,부도3년
대림제지,17650,2009,0,0.0,0,0,0
대림제지,17650,2010,0,0.0,0,0,0
대림제지,17650,2011,0,0.0,0,0,0
대림제지,17650,2012,0,0.0,0,0,0
대림제지,17650,2013,0,0.0,0,0,0
대림제지,17650,2014,0,0.0,0,0,0
대림제지,17650,2015,0,0.0,0,0,0
대림제지,17650,2016,0,0.0,0,0,0
대림제지,17650,2017,1,0.23459588,0,0,0
대림제지,17650,2018,0,0.0,0,0,0
대림제지,17650,2019,0,0.0,0,0,0
대림제지,17650,2020,0,0.0,0,0,0
데코앤이,17680,2008,0,0.0,0,0,0
데코앤이,17680,2009,0,0.0,0,0,0
데코앤이,17680,2010,0,0.0,0,0,0
데코앤이,17680,2011,0,0.0,0,0,0
데코앤이,17680,2012,0,0.0,0,0,0
데코앤이,17680,2013,0,0.0,0,0,0
데코앤이,17680,2014,3,0.46906513,0,0,0
데코앤이,17680,2015,8,0.935357511,0,0,0
데코앤이,17680,2016,0,0.0,0,0,1
데코앤이,17680,2017,6,0.761547714,0,1,0
데코앤이,17680,2018,0,0.0,1,0,0
한국알콜산업,17890,2008,15,0.894114256,0,0,0
한국알콜산업,17890,2009,2,0.216882944,0,0,0
한국알콜산업,17890,2010,9,0.211234555,0,0,0
한국알콜산업,17890,2011,0,0.0,0,0,0
한국알콜산업,17890,2012,4,0.206066519,0,0,0
한국알콜산업,17890,2013,2,0.333608061,0,0,0
한국알콜산업,17890,2014,15,0.953466386,0,0,0
한국알콜산업,17890,2015,6,0.555074513,0,0,0
한국알콜산업,17890,2016,2,0.501096308,0,0,0
한국알콜산업,17890,2017,0,0.0,0,0,0
한국알콜산업,17890,2018,0,0.0,0,0,0
한국알콜산업,17890,2019,0,0.0,0,0,0
한국알콜산업,17890,2020,3,0.239886343,0,0,0
유니슨,18000,2008,0,0.0,0,0,0
유니슨,18000,2009,6,1.085689783,0,0,0
유니슨,18000,2010,0,0.0,0,0,0
유니슨,18000,2011,0,0.0,0,0,0
유니슨,18000,2012,6,1.346372962,0,0,0
유니슨,18000,2013,7,1.68395412,0,0,0
유니슨,18000,2014,0,0.0,0,0,0
유니슨,18000,2015,24,1.820846289,0,0,0
유니슨,18000,2016,0,0.0,0,0,0
유니슨,18000,2017,0,0.0,0,0,0
유니슨,18000,2018,0,0.0,0,0,0
유니슨,18000,2019,1,0.235864684,0,0,0
유니슨,18000,2020,1,0.23446174,0,0,0
진로발효,18120,2008,0,0.0,0,0,0
진로발효,18120,2009,0,0.0,0,0,0
진로발효,18120,2010,2,0.467855006,0,0,0
진로발효,18120,2011,3,0.465386748,0,0,0
진로발효,18120,2012,0,0.0,0,0,0
진로발효,18120,2013,0,0.0,0,0,0
진로발효,18120,2014,0,0.0,0,0,0
진로발효,18120,2015,0,0.0,0,0,0
진로발효,18120,2016,0,0.0,0,0,0
진로발효,18120,2017,0,0.0,0,0,0
진로발효,18120,2018,1,0.36473459,0,0,0
진로발효,18120,2019,11,1.527399838,0,0,0
진로발효,18120,2020,0,0.0,0,0,0
브이티지엠피,18290,2008,0,0.0,0,0,0
브이티지엠피,18290,2009,0,0.0,0,0,0
브이티지엠피,18290,2010,0,0.0,0,0,0
브이티지엠피,18290,2011,0,0.0,0,0,0
브이티지엠피,18290,2012,0,0.0,0,0,0
브이티지엠피,18290,2013,0,0.0,0,0,0
브이티지엠피,18290,2014,0,0.0,0,0,0
브이티지엠피,18290,2015,0,0.0,0,0,0
브이티지엠피,18290,2016,0,0.0,0,0,0
브이티지엠피,18290,2017,0,0.0,0,0,0
브이티지엠피,18290,2018,0,0.0,0,0,0
브이티지엠피,18290,2019,0,0.0,0,0,0
브이티지엠피,18290,2020,0,0.0,0,0,0
삼목에스폼,18310,2008,0,0.0,0,0,0
삼목에스폼,18310,2009,0,0.0,0,0,0
삼목에스폼,18310,2010,0,0.0,0,0,0
삼목에스폼,18310,2011,0,0.0,0,0,0
삼목에스폼,18310,2012,2,0.209715188,0,0,0
삼목에스폼,18310,2013,0,0.0,0,0,0
삼목에스폼,18310,2014,1,0.207835644,0,0,0
삼목에스폼,18310,2015,1,0.19301644,0,0,0
삼목에스폼,18310,2016,0,0.0,0,0,0
삼목에스폼,18310,2017,0,0.0,0,0,0
삼목에스폼,18310,2018,0,0.0,0,0,0
삼목에스폼,18310,2019,0,0.0,0,0,0
삼목에스폼,18310,2020,1,0.270542413,0,0,0
우진비앤지,18620,2008,2,0.60755229,0,0,0
우진비앤지,18620,2009,0,0.0,0,0,0
우진비앤지,18620,2010,0,0.0,0,0,0
우진비앤지,18620,2011,0,0.0,0,0,0
우진비앤지,18620,2012,0,0.0,0,0,0
우진비앤지,18620,2013,0,0.0,0,0,0
우진비앤지,18620,2014,4,0.503298581,0,0,0
우진비앤지,18620,2015,0,0.0,0,0,0
우진비앤지,18620,2016,0,0.0,0,0,0
우진비앤지,18620,2017,1,0.25540185,0,0,0
우진비앤지,18620,2018,2,0.240402296,0,0,0
우진비앤지,18620,2019,0,0.0,0,0,0
우진비앤지,18620,2020,3,0.691275001,0,0,0
서울제약,18680,2008,0,0.0,0,0,0
서울제약,18680,2009,0,0.0,0,0,0
서울제약,18680,2010,0,0.0,0,0,0
서울제약,18680,2011,0,0.0,0,0,0
서울제약,18680,2012,0,0.0,0,0,0
서울제약,18680,2013,4,0.398739189,0,0,0
서울제약,18680,2014,4,0.788531244,0,0,0
서울제약,18680,2015,21,1.940436959,0,0,0
서울제약,18680,2016,6,0.3678056,0,0,0
서울제약,18680,2017,1,0.359756827,0,0,0
서울제약,18680,2018,6,1.073479414,0,0,0
서울제약,18680,2019,0,0.0,0,0,0
서울제약,18680,2020,2,0.346827805,0,0,0
바른손,18700,2008,2,0.227023944,0,0,0
바른손,18700,2009,2,0.446757138,0,0,0
바른손,18700,2010,3,0.433564514,0,0,0
바른손,18700,2011,5,0.797553718,0,0,0
바른손,18700,2012,3,0.193266347,0,0,0
바른손,18700,2013,0,0.0,0,0,0
바른손,18700,2014,1,0.180221424,0,0,0
바른손,18700,2015,0,0.0,0,0,0
바른손,18700,2016,0,0.0,0,0,0
바른손,18700,2017,0,0.0,0,0,0
바른손,18700,2018,4,0.454047889,0,0,0
바른손,18700,2019,5,0.893514276,0,0,0
바른손,18700,2020,0,0.0,0,0,0
모라리소스,18890,2008,14,1.500325561,0,1,0
모라리소스,18890,2009,76,3.334461451,1,0,0
베뉴지,19010,2008,0,0.0,0,0,0
베뉴지,19010,2009,0,0.0,0,0,0
베뉴지,19010,2010,0,0.0,0,0,0
베뉴지,19010,2011,0,0.0,0,0,0
베뉴지,19010,2012,0,0.0,0,0,0
베뉴지,19010,2013,0,0.0,0,0,0
베뉴지,19010,2014,0,0.0,0,0,0
베뉴지,19010,2015,0,0.0,0,0,0
베뉴지,19010,2016,0,0.0,0,0,0
베뉴지,19010,2017,0,0.0,0,0,0
베뉴지,19010,2018,0,0.0,0,0,0
베뉴지,19010,2019,0,0.0,0,0,0
베뉴지,19010,2020,1,0.237077951,0,0,0
경윤하이드로에너지,19120,2008,0,0.0,0,0,1
경윤하이드로에너지,19120,2009,34,2.860740423,0,1,0
경윤하이드로에너지,19120,2010,4,0.53014791,1,0,0
와이지-원,19210,2008,0,0.0,0,0,0
와이지-원,19210,2009,0,0.0,0,0,0
와이지-원,19210,2010,0,0.0,0,0,0
와이지-원,19210,2011,0,0.0,0,0,0
와이지-원,19210,2012,9,0.841424882,0,0,0
와이지-원,19210,2013,0,0.0,0,0,0
와이지-원,19210,2014,0,0.0,0,0,0
와이지-원,19210,2015,5,0.506020248,0,0,0
와이지-원,19210,2016,0,0.0,0,0,0
와이지-원,19210,2017,0,0.0,0,0,0
와이지-원,19210,2018,2,0.480514139,0,0,0
와이지-원,19210,2019,1,0.238583416,0,0,0
와이지-원,19210,2020,1,0.229337618,0,0,0
엔케이바이오,19260,2008,12,1.42544058,0,0,0
엔케이바이오,19260,2009,2,0.237412483,0,0,1
엔케이바이오,19260,2010,0,0.0,0,1,0
엔케이바이오,19260,2011,13,1.672888845,1,0,0
일지테크,19540,2008,0,0.0,0,0,0
일지테크,19540,2009,23,0.964421034,0,0,0
일지테크,19540,2010,6,0.722181067,0,0,0
일지테크,19540,2011,4,1.449136645,0,0,0
일지테크,19540,2012,4,1.335583091,0,0,0
일지테크,19540,2013,0,0.0,0,0,0
일지테크,19540,2014,0,0.0,0,0,0
일지테크,19540,2015,0,0.0,0,0,0
일지테크,19540,2016,0,0.0,0,0,0
일지테크,19540,2017,1,0.430282116,0,0,0
일지테크,19540,2018,0,0.0,0,0,0
일지테크,19540,2019,8,0.429625869,0,0,0
일지테크,19540,2020,0,0.0,0,0,0
희훈디앤지,19640,2008,19,1.672664285,1,0,0
글로본,19660,2017,0,0.0,0,0,0
글로본,19660,2018,0,0.0,0,0,0
글로본,19660,2019,0,0.0,0,0,0
글로본,19660,2020,0,0.0,0,0,0
서연탑메탈,19770,2011,0,0.0,0,0,0
서연탑메탈,19770,2012,0,0.0,0,0,0
서연탑메탈,19770,2013,0,0.0,0,0,0
서연탑메탈,19770,2014,0,0.0,0,0,0
서연탑메탈,19770,2015,3,0.685248971,0,0,0
서연탑메탈,19770,2016,0,0.0,0,0,0
서연탑메탈,19770,2017,2,0.22096251,0,0,0
서연탑메탈,19770,2018,0,0.0,0,0,0
서연탑메탈,19770,2019,0,0.0,0,0,0
서연탑메탈,19770,2020,8,0.424392402,0,0,0
에너토크,19990,2008,0,0.0,0,0,0
에너토크,19990,2009,0,0.0,0,0,0
에너토크,19990,2010,0,0.0,0,0,0
에너토크,19990,2011,6,1.282373965,0,0,0
에너토크,19990,2012,0,0.0,0,0,0
에너토크,19990,2013,0,0.0,0,0,0
에너토크,19990,2014,8,0.969592154,0,0,0
에너토크,19990,2015,0,0.0,0,0,0
에너토크,19990,2016,0,0.0,0,0,0
에너토크,19990,2017,0,0.0,0,0,0
에너토크,19990,2018,2,0.278557003,0,0,0
에너토크,19990,2019,0,0.0,0,0,0
에너토크,19990,2020,4,0.540681779,0,0,0
에버리소스,20070,2008,34,1.946340233,0,1,0
에버리소스,20070,2009,43,2.433068007,1,0,0
대신정보통신,20180,2008,0,0.0,0,0,0
대신정보통신,20180,2009,0,0.0,0,0,0
대신정보통신,20180,2010,0,0.0,0,0,0
대신정보통신,20180,2011,4,0.486721694,0,0,0
대신정보통신,20180,2012,0,0.0,0,0,0
대신정보통신,20180,2013,1,0.225468323,0,0,0
대신정보통신,20180,2014,0,0.0,0,0,0
대신정보통신,20180,2015,0,0.0,0,0,0
대신정보통신,20180,2016,1,0.199522153,0,0,0
대신정보통신,20180,2017,0,0.0,0,0,0
대신정보통신,20180,2018,4,0.197599754,0,0,0
대신정보통신,20180,2019,1,0.281487435,0,0,0
대신정보통신,20180,2020,0,0.0,0,0,0
대동금속,20400,2008,3,0.518850386,0,0,0
대동금속,20400,2009,1,0.248128548,0,0,0
대동금속,20400,2010,3,0.494041592,0,0,0
대동금속,20400,2011,5,0.48581931,0,0,0
대동금속,20400,2012,0,0.0,0,0,0
대동금속,20400,2013,0,0.0,0,0,0
대동금속,20400,2014,2,0.313078731,0,0,0
대동금속,20400,2015,1,0.2975384,0,0,0
대동금속,20400,2016,0,0.0,0,0,0
대동금속,20400,2017,0,0.0,0,0,0
대동금속,20400,2018,3,0.518850386,0,0,0
대동금속,20400,2019,0,0.0,0,0,0
대동금속,20400,2020,1,0.247020796,0,0,0
시공테크,20710,2008,8,0.652877882,0,0,0
시공테크,20710,2009,12,0.208507687,0,0,0
시공테크,20710,2010,0,0.0,0,0,0
시공테크,20710,2011,1,0.285933077,0,0,0
시공테크,20710,2012,6,1.003055692,0,0,0
시공테크,20710,2013,3,0.751261264,0,0,0
시공테크,20710,2014,2,0.240417525,0,0,0
시공테크,20710,2015,18,0.944739819,0,0,0
시공테크,20710,2016,0,0.0,0,0,0
시공테크,20710,2017,0,0.0,0,0,0
시공테크,20710,2018,0,0.0,0,0,0
시공테크,20710,2019,3,0.417015374,0,0,0
시공테크,20710,2020,2,0.201492891,0,0,0
대호특수강,21040,2008,0,0.0,0,0,0
대호특수강,21040,2009,0,0.0,0,0,0
대호특수강,21040,2010,0,0.0,0,0,0
대호특수강,21040,2011,0,0.0,0,0,0
대호특수강,21040,2012,0,0.0,0,0,0
대호특수강,21040,2013,0,0.0,0,0,0
대호특수강,21040,2014,0,0.0,0,0,0
대호특수강,21040,2015,0,0.0,0,0,0
대호특수강,21040,2016,0,0.0,0,0,0
대호특수강,21040,2017,0,0.0,0,0,0
대호특수강,21040,2018,0,0.0,0,0,0
대호특수강,21040,2019,0,0.0,0,0,0
대호특수강,21040,2020,0,0.0,0,0,0
케이씨씨건설,21320,2008,5,0.957407624,0,0,0
케이씨씨건설,21320,2009,2,0.610144377,0,0,0
케이씨씨건설,21320,2010,3,0.854362071,0,0,0
케이씨씨건설,21320,2011,7,1.408023387,0,0,0
케이씨씨건설,21320,2012,9,0.539674819,0,0,0
케이씨씨건설,21320,2013,16,1.885924965,0,0,0
케이씨씨건설,21320,2014,7,1.049020767,0,0,0
케이씨씨건설,21320,2015,2,0.374947399,0,0,0
케이씨씨건설,21320,2016,4,0.354091883,0,0,0
케이씨씨건설,21320,2017,0,0.0,0,0,0
케이씨씨건설,21320,2018,1,0.319135875,0,0,0
케이씨씨건설,21320,2019,0,0.0,0,0,0
케이씨씨건설,21320,2020,2,0.284787357,0,0,0
한국큐빅,21650,2008,2,0.435254186,0,0,0
한국큐빅,21650,2009,1,0.212148458,0,0,0
한국큐빅,21650,2010,10,1.272069722,0,0,0
한국큐빅,21650,2011,0,0.0,0,0,0
한국큐빅,21650,2012,16,1.754788935,0,0,0
한국큐빅,21650,2013,3,0.265094519,0,0,0
한국큐빅,21650,2014,5,1.288477182,0,0,0
한국큐빅,21650,2015,0,0.0,0,0,0
한국큐빅,21650,2016,0,0.0,0,0,0
한국큐빅,21650,2017,0,0.0,0,0,0
한국큐빅,21650,2018,0,0.0,0,0,0
한국큐빅,21650,2019,3,0.239036113,0,0,0
한국큐빅,21650,2020,0,0.0,0,0,0
포스코아이씨티,22100,2008,0,0.0,0,0,0
포스코아이씨티,22100,2009,0,0.0,0,0,0
포스코아이씨티,22100,2010,2,0.220582008,0,0,0
포스코아이씨티,22100,2011,1,0.215515107,0,0,0
포스코아이씨티,22100,2012,7,1.288847834,0,0,0
포스코아이씨티,22100,2013,0,0.0,0,0,0
포스코아이씨티,22100,2014,2,0.4063977,0,0,0
포스코아이씨티,22100,2015,8,0.609229088,0,0,0
포스코아이씨티,22100,2016,0,0.0,0,0,0
포스코아이씨티,22100,2017,29,1.008904099,0,0,0
포스코아이씨티,22100,2018,4,0.24342595,0,0,0
포스코아이씨티,22100,2019,17,0.467772037,0,0,0
포스코아이씨티,22100,2020,1,0.228612229,0,0,0
티케이지애강,22220,2008,0,0.0,0,0,0
티케이지애강,22220,2009,0,0.0,0,0,0
티케이지애강,22220,2010,0,0.0,0,0,0
티케이지애강,22220,2011,0,0.0,0,0,0
티케이지애강,22220,2012,0,0.0,0,0,0
티케이지애강,22220,2013,0,0.0,0,0,0
티케이지애강,22220,2014,0,0.0,0,0,0
티케이지애강,22220,2015,0,0.0,0,0,0
티케이지애강,22220,2016,0,0.0,0,0,0
티케이지애강,22220,2017,0,0.0,0,0,0
티케이지애강,22220,2018,0,0.0,0,0,0
티케이지애강,22220,2019,0,0.0,0,0,0
티케이지애강,22220,2020,0,0.0,0,0,0
코오롱아이넷,22520,2008,0,0.0,0,0,0
코오롱아이넷,22520,2009,0,0.0,0,0,0
코오롱아이넷,22520,2010,0,0.0,0,0,0
동양매직,23020,2008,0,0.0,0,0,0
동양매직,23020,2009,0,0.0,0,0,0
동양매직,23020,2010,3,0.284606934,0,0,0
태광,23160,2008,2,0.511594117,0,0,0
태광,23160,2009,0,0.0,0,0,0
태광,23160,2010,3,0.460887372,0,0,0
태광,23160,2011,7,0.661053434,0,0,0
태광,23160,2012,17,0.841518819,0,0,0
태광,23160,2013,1,0.208788261,0,0,0
태광,23160,2014,6,1.004386619,0,0,0
태광,23160,2015,1,0.193721488,0,0,0
태광,23160,2016,1,0.274847597,0,0,0
태광,23160,2017,3,0.537962198,0,0,0
태광,23160,2018,0,0.0,0,0,0
태광,23160,2019,1,0.236241028,0,0,0
태광,23160,2020,0,0.0,0,0,0
유진기업,23410,2008,6,0.690013558,0,0,0
유진기업,23410,2009,8,1.145924255,0,0,0
유진기업,23410,2010,3,0.314250618,0,0,0
유진기업,23410,2011,4,0.257554591,0,0,0
유진기업,23410,2012,7,0.248746067,0,0,0
유진기업,23410,2013,8,0.247856289,0,0,0
유진기업,23410,2014,6,0.490538299,0,0,0
유진기업,23410,2015,17,1.662534922,0,0,0
유진기업,23410,2016,1,0.233259082,0,0,0
유진기업,23410,2017,4,0.463279516,0,0,0
유진기업,23410,2018,0,0.0,0,0,0
유진기업,23410,2019,0,0.0,0,0,0
유진기업,23410,2020,5,0.736904323,0,0,0
아이이,23430,2008,0,0.0,0,0,0
아이이,23430,2009,0,0.0,0,0,0
아이이,23430,2010,0,0.0,0,0,0
아이이,23430,2011,0,0.0,0,0,0
아이이,23430,2012,0,0.0,0,0,0
아이이,23430,2013,0,0.0,0,0,0
아이이,23430,2014,0,0.0,0,0,1
아이이,23430,2015,0,0.0,0,1,0
아이이,23430,2016,4,0.237936482,1,0,0
제이스코홀딩스,23440,2008,0,0.0,0,0,0
제이스코홀딩스,23440,2009,0,0.0,0,0,0
제이스코홀딩스,23440,2010,0,0.0,0,0,0
제이스코홀딩스,23440,2011,0,0.0,0,0,0
제이스코홀딩스,23440,2012,0,0.0,0,0,0
제이스코홀딩스,23440,2013,0,0.0,0,0,0
제이스코홀딩스,23440,2014,0,0.0,0,0,0
제이스코홀딩스,23440,2015,0,0.0,0,0,0
제이스코홀딩스,23440,2016,0,0.0,0,0,0
제이스코홀딩스,23440,2017,0,0.0,0,0,0
제이스코홀딩스,23440,2018,0,0.0,0,0,0
제이스코홀딩스,23440,2019,0,0.0,0,0,0
제이스코홀딩스,23440,2020,0,0.0,0,0,0
삼보판지,23600,2008,6,1.056024358,0,0,0
삼보판지,23600,2009,2,0.209506586,0,0,0
삼보판지,23600,2010,10,0.889459759,0,0,0
삼보판지,23600,2011,0,0.0,0,0,0
삼보판지,23600,2012,4,0.27227205,0,0,0
삼보판지,23600,2013,2,0.512432516,0,0,0
삼보판지,23600,2014,1,0.247055992,0,0,0
삼보판지,23600,2015,0,0.0,0,0,0
삼보판지,23600,2016,0,0.0,0,0,0
삼보판지,23600,2017,0,0.0,0,0,0
삼보판지,23600,2018,0,0.0,0,0,0
삼보판지,23600,2019,0,0.0,0,0,0
삼보판지,23600,2020,0,0.0,0,0,0
알이네트웍스,23670,2008,0,0.0,0,1,0
알이네트웍스,23670,2009,21,1.440442264,1,0,0
플레이위드,23770,2008,0,0.0,0,0,0
플레이위드,23770,2009,0,0.0,0,0,0
플레이위드,23770,2010,0,0.0,0,0,0
플레이위드,23770,2011,1,0.226168454,0,0,0
플레이위드,23770,2012,0,0.0,0,0,0
플레이위드,23770,2013,0,0.0,0,0,0
플레이위드,23770,2014,2,0.658254921,0,0,0
플레이위드,23770,2015,6,0.964144975,0,0,0
플레이위드,23770,2016,0,0.0,0,0,0
플레이위드,23770,2017,12,1.447692364,0,0,0
플레이위드,23770,2018,1,0.251991391,0,0,0
플레이위드,23770,2019,0,0.0,0,0,0
플레이위드,23770,2020,21,2.741199195,0,0,0
동일철강,23790,2008,1,0.227904722,0,0,0
동일철강,23790,2009,0,0.0,0,0,0
동일철강,23790,2010,6,0.843619347,0,0,0
동일철강,23790,2011,1,0.20506981,0,0,0
동일철강,23790,2012,1,0.194742367,0,0,0
동일철강,23790,2013,0,0.0,0,0,0
동일철강,23790,2014,5,0.767006278,0,0,0
동일철강,23790,2015,4,0.714644775,0,0,0
동일철강,23790,2016,3,0.463013798,0,0,0
동일철강,23790,2017,9,1.377953947,0,0,0
동일철강,23790,2018,4,0.683714166,0,0,0
동일철강,23790,2019,0,0.0,0,0,0
동일철강,23790,2020,3,0.421809673,0,0,0
풍국주정공업,23900,2008,1,0.242200956,0,0,0
풍국주정공업,23900,2009,0,0.0,0,0,0
풍국주정공업,23900,2010,1,0.265477061,0,0,0
풍국주정공업,23900,2011,0,0.0,0,0,0
풍국주정공업,23900,2012,0,0.0,0,0,0
풍국주정공업,23900,2013,0,0.0,0,0,0
풍국주정공업,23900,2014,0,0.0,0,0,0
풍국주정공업,23900,2015,0,0.0,0,0,0
풍국주정공업,23900,2016,0,0.0,0,0,0
풍국주정공업,23900,2017,3,0.243166417,0,0,0
풍국주정공업,23900,2018,0,0.0,0,0,0
풍국주정공업,23900,2019,0,0.0,0,0,0
풍국주정공업,23900,2020,0,0.0,0,0,0
대한약품공업,23910,2008,0,0.0,0,0,0
대한약품공업,23910,2009,3,0.71371007,0,0,0
대한약품공업,23910,2010,10,0.941097617,0,0,0
대한약품공업,23910,2011,19,2.084088877,0,0,0
대한약품공업,23910,2012,1,0.230954707,0,0,0
대한약품공업,23910,2013,1,0.2265715,0,0,0
대한약품공업,23910,2014,0,0.0,0,0,0
대한약품공업,23910,2015,0,0.0,0,0,0
대한약품공업,23910,2016,0,0.0,0,0,0
대한약품공업,23910,2017,0,0.0,0,0,0
대한약품공업,23910,2018,0,0.0,0,0,0
대한약품공업,23910,2019,0,0.0,0,0,0
대한약품공업,23910,2020,2,0.235274404,0,0,0
흥구석유,24060,2008,3,0.396747321,0,0,0
흥구석유,24060,2009,0,0.0,0,0,0
흥구석유,24060,2010,3,0.51511544,0,0,0
흥구석유,24060,2011,0,0.0,0,0,0
흥구석유,24060,2012,0,0.0,0,0,0
흥구석유,24060,2013,0,0.0,0,0,0
흥구석유,24060,2014,0,0.0,0,0,0
흥구석유,24060,2015,2,0.465778559,0,0,0
흥구석유,24060,2016,1,0.23217912,0,0,0
흥구석유,24060,2017,0,0.0,0,0,0
흥구석유,24060,2018,0,0.0,0,0,0
흥구석유,24060,2019,0,0.0,0,0,0
흥구석유,24060,2020,0,0.0,0,0,0
KB오토시스,24120,2008,0,0.0,0,0,0
KB오토시스,24120,2009,0,0.0,0,0,0
KB오토시스,24120,2010,0,0.0,0,0,0
KB오토시스,24120,2011,0,0.0,0,0,0
KB오토시스,24120,2012,0,0.0,0,0,0
KB오토시스,24120,2013,0,0.0,0,0,0
KB오토시스,24120,2014,0,0.0,0,0,0
KB오토시스,24120,2015,0,0.0,0,0,0
KB오토시스,24120,2016,0,0.0,0,0,0
KB오토시스,24120,2017,0,0.0,0,0,0
KB오토시스,24120,2018,0,0.0,0,0,0
KB오토시스,24120,2019,0,0.0,0,0,0
KB오토시스,24120,2020,1,0.168615207,0,0,0
하림홀딩스,24660,2008,0,0.0,0,0,0
하림홀딩스,24660,2009,0,0.0,0,0,0
하림홀딩스,24660,2010,1,0.260849893,0,0,0
하림홀딩스,24660,2011,0,0.0,0,0,0
하림홀딩스,24660,2012,28,2.030502081,0,0,0
하림홀딩스,24660,2013,0,0.0,0,0,0
하림홀딩스,24660,2014,7,0.747910649,0,0,0
하림홀딩스,24660,2015,2,0.746271849,0,0,0
하림홀딩스,24660,2016,0,0.0,0,0,0
하림홀딩스,24660,2017,2,0.589312494,0,0,0
한일단조공업,24740,2008,0,0.0,0,0,0
한일단조공업,24740,2009,0,0.0,0,0,0
한일단조공업,24740,2010,0,0.0,0,0,0
한일단조공업,24740,2011,0,0.0,0,0,0
한일단조공업,24740,2012,5,0.947847664,0,0,0
한일단조공업,24740,2013,0,0.0,0,0,0
한일단조공업,24740,2014,0,0.0,0,0,0
한일단조공업,24740,2015,0,0.0,0,0,0
한일단조공업,24740,2016,0,0.0,0,0,0
한일단조공업,24740,2017,2,0.559980094,0,0,0
한일단조공업,24740,2018,15,1.320690364,0,0,0
한일단조공업,24740,2019,0,0.0,0,0,0
한일단조공업,24740,2020,0,0.0,0,0,0
유성티엔에스,24800,2008,10,1.063614726,0,0,0
유성티엔에스,24800,2009,5,1.062651396,0,0,0
유성티엔에스,24800,2010,1,0.262765408,0,0,0
유성티엔에스,24800,2011,0,0.0,0,0,0
유성티엔에스,24800,2012,0,0.0,0,0,0
유성티엔에스,24800,2013,2,0.250655204,0,0,0
유성티엔에스,24800,2014,4,0.747379392,0,0,0
유성티엔에스,24800,2015,24,2.209317058,0,0,0
유성티엔에스,24800,2016,0,0.0,0,0,0
유성티엔에스,24800,2017,0,0.0,0,0,0
유성티엔에스,24800,2018,0,0.0,0,0,0
유성티엔에스,24800,2019,0,0.0,0,0,0
유성티엔에스,24800,2020,3,0.788296223,0,0,0
이화전기공업,24810,2008,32,2.82374239,0,0,0
이화전기공업,24810,2009,11,0.924820662,0,0,0
이화전기공업,24810,2010,0,0.0,0,0,0
이화전기공업,24810,2011,3,0.952251166,0,0,0
이화전기공업,24810,2012,2,0.267629176,0,0,0
이화전기공업,24810,2013,3,0.760498613,0,0,0
이화전기공업,24810,2014,0,0.0,0,0,0
이화전기공업,24810,2015,12,0.972407758,0,0,0
이화전기공업,24810,2016,9,1.437227905,0,0,0
이화전기공업,24810,2017,3,0.472040325,0,0,0
이화전기공업,24810,2018,41,1.647183061,0,0,0
이화전기공업,24810,2019,0,0.0,0,0,0
이화전기공업,24810,2020,6,0.686685205,0,0,0
세원물산,24830,2008,1,0.235304907,0,0,0
세원물산,24830,2009,20,0.463901311,0,0,0
세원물산,24830,2010,0,0.0,0,0,0
세원물산,24830,2011,2,0.511320531,0,0,0
세원물산,24830,2012,5,0.758399606,0,0,0
세원물산,24830,2013,0,0.0,0,0,0
세원물산,24830,2014,0,0.0,0,0,0
세원물산,24830,2015,4,0.729395807,0,0,0
세원물산,24830,2016,1,0.23834534,0,0,0
세원물산,24830,2017,8,0.945183337,0,0,0
세원물산,24830,2018,0,0.0,0,0,0
세원물산,24830,2019,13,0.927802622,0,0,0
케이비아이메탈,24840,2008,0,0.0,0,0,0
케이비아이메탈,24840,2009,0,0.0,0,0,0
케이비아이메탈,24840,2010,0,0.0,0,0,0
케이비아이메탈,24840,2011,0,0.0,0,0,0
케이비아이메탈,24840,2012,0,0.0,0,0,0
케이비아이메탈,24840,2013,0,0.0,0,0,0
케이비아이메탈,24840,2014,0,0.0,0,0,0
케이비아이메탈,24840,2015,0,0.0,0,0,0
케이비아이메탈,24840,2016,0,0.0,0,0,0
케이비아이메탈,24840,2017,0,0.0,0,0,0
케이비아이메탈,24840,2018,0,0.0,0,0,0
케이비아이메탈,24840,2019,0,0.0,0,0,0
케이비아이메탈,24840,2020,0,0.0,0,0,0
피에스엠씨,24850,2008,0,0.0,0,0,0
피에스엠씨,24850,2009,0,0.0,0,0,0
피에스엠씨,24850,2010,0,0.0,0,0,0
피에스엠씨,24850,2011,6,0.271719038,0,0,0
피에스엠씨,24850,2012,1,0.262550086,0,0,0
피에스엠씨,24850,2013,1,0.248323575,0,0,0
피에스엠씨,24850,2014,0,0.0,0,0,0
피에스엠씨,24850,2015,0,0.0,0,0,0
피에스엠씨,24850,2016,0,0.0,0,0,0
피에스엠씨,24850,2018,13,0.720009014,0,0,0
피에스엠씨,24850,2019,0,0.0,0,0,0
피에스엠씨,24850,2020,2,0.472216457,0,0,0
케이피에프,24880,2008,2,0.37026599,0,0,0
케이피에프,24880,2009,2,0.701064587,0,0,0
케이피에프,24880,2010,2,0.690848291,0,0,0
케이피에프,24880,2011,1,0.33400479,0,0,0
케이피에프,24880,2012,1,0.333547175,0,0,0
케이피에프,24880,2013,2,0.333231837,0,0,0
케이피에프,24880,2014,6,1.293787599,0,0,0
케이피에프,24880,2015,0,0.0,0,0,0
케이피에프,24880,2016,0,0.0,0,0,0
